Gasage (yr BP),CH4 Mean
746005.0,415.0
746603.0,428.0
747050.0,402.0
747716.0,405.0
748233.0,392.0
748870.0,409.0
749320.0,378.0
750045.0,400.0
750603.0,408.0
751254.0,428.0
751755.0,401.0
752568.0,431.0
754020.0,410.0
754349.0,406.0
755140.0,429.0
755615.0,445.0
756321.0,419.0
756786.0,439.0
756995.0,473.0
757216.0,480.0
757508.0,505.0
758000.0,498.0
758143.0,498.0
758382.0,486.0
758817.0,421.0
759200.0,434.0
760015.0,462.0
760636.0,454.0
761574.0,473.0
762039.0,474.0
762827.0,521.0
763463.0,538.0
763818.0,556.0
764143.0,549.0
764585.0,563.0
764748.0,518.0
765084.0,535.0
765222.0,500.0
765505.0,470.0
765886.0,462.0
766246.0,467.0
767071.0,519.0
767621.0,486.0
768691.0,568.0
769300.0,570.0
769580.0,587.0
769727.0,616.0
770080.0,622.0
770294.0,630.0
770602.0,632.0
770931.0,647.0
771205.0,639.0
771541.0,556.0
771829.0,543.0
772014.0,539.0
772199.0,530.0
772999.0,566.0
773632.0,549.0
774525.0,583.0
775246.0,577.0
775994.0,618.0
776555.0,601.0
777410.0,658.0
778032.0,681.0
778760.0,614.0
779283.0,598.0
780095.0,616.0
780745.0,630.0
781633.0,633.0
781957.0,623.0
782851.0,639.0
783428.0,618.0
784108.0,653.0
784640.0,639.0
785386.0,686.0
785960.0,677.0
786490.0,723.0
786540.0,739.0
786649.0,699.0
786938.0,713.0
787673.0,659.0
788123.0,589.0
788815.0,562.0
789262.0,543.0
790038.0,540.0
790690.0,483.0
791377.0,503.0
791995.0,466.0
792827.0,470.0
793596.0,451.0
794400.0,420.0
794938.0,428.0
796320.0,418.0
797277.0,396.0
798417.0,458.0
799396.0,399.0
